@RELATION RUN_EVALUATIONS

@ATTRIBUTE openml_task_id STRING
@ATTRIBUTE repetition NUMERIC
@ATTRIBUTE algorithm STRING
@ATTRIBUTE area_under_roc_curve NUMERIC
@ATTRIBUTE runstatus {ok, timeout, memout, not_applicable, crash, other}

@DATA
1727,1,8990_weka.MultilayerPerceptron,0.995231,ok
1727,1,8994_weka.MultilayerPerceptron,0.993005,ok
1727,1,8995_weka.MultilayerPerceptron,0.99845,ok
1727,1,2869_weka.SMO_PolyKernel,0.996948,ok
1727,1,2361_weka.OneR,0.592758,ok
1727,1,2362_weka.J48,0.951648,ok
1727,1,2364_weka.IBk,0.992794,ok
1727,1,2367_weka.REPTree,0.969935,ok
1727,1,2368_weka.RandomTree,0.92842,ok
1727,1,2369_weka.RandomForest,0.999681,ok
1727,1,2370_weka.LMT,0.997485,ok
1727,1,2371_weka.HoeffdingTree,0.964048,ok
1727,1,2882_weka.SMO_RBFKernel,0.994443,ok
1727,1,2373_weka.JRip,0.964602,ok
1727,1,2889_weka.IBk,0.998928,ok
1727,1,2891_weka.HyperPipes,0.792516,ok
1727,1,2893_weka.OLM,0.513225,ok
1727,1,2381_weka.NaiveBayes,0.977111,ok
1727,1,2894_weka.FURIA,0.986816,ok
1727,1,6352_weka.BayesNet,0.990311,ok
1727,1,2897_weka.ConjunctiveRule,0.710655,ok
1727,1,2898_weka.SimpleCart,0.956378,ok
1727,1,6355_weka.AdaBoostM1_NaiveBayes,0.981117,ok
1727,1,2900_weka.LADTree,0.97502,ok
1727,1,2903_weka.AdaBoostM1_DecisionStump,0.677549,ok
1727,1,2647_weka.Logistic,0.968458,ok
1727,1,2904_weka.AdaBoostM1_J48,0.996718,ok
1727,1,2906_weka.Bagging_REPTree,0.995687,ok
1727,1,6250_weka.DecisionTable,0.911371,ok
1727,1,6378_weka.LogitBoost_DecisionStump,0.995518,ok
1728,1,8990_weka.MultilayerPerceptron,0.886653,ok
1728,1,8994_weka.MultilayerPerceptron,0.887074,ok
1728,1,8995_weka.MultilayerPerceptron,0.889591,ok
1728,1,2869_weka.SMO_PolyKernel,0.856473,ok
1728,1,2361_weka.OneR,0.862019,ok
1728,1,2362_weka.J48,0.865021,ok
1728,1,2364_weka.IBk,0.808324,ok
1728,1,2367_weka.REPTree,0.871161,ok
1728,1,2368_weka.RandomTree,0.793985,ok
1728,1,2369_weka.RandomForest,0.922806,ok
1728,1,2370_weka.LMT,0.912715,ok
1728,1,2371_weka.HoeffdingTree,0.843593,ok
1728,1,2882_weka.SMO_RBFKernel,0.862019,ok
1728,1,2373_weka.JRip,0.882583,ok
1728,1,2889_weka.IBk,0.908306,ok
1728,1,2891_weka.HyperPipes,0.554992,ok
1728,1,2893_weka.OLM,0.599591,ok
1728,1,2381_weka.NaiveBayes,0.895536,ok
1728,1,2894_weka.FURIA,0.872182,ok
1728,1,6352_weka.BayesNet,0.916611,ok
1728,1,2897_weka.ConjunctiveRule,0.85089,ok
1728,1,2898_weka.SimpleCart,0.851906,ok
1728,1,6355_weka.AdaBoostM1_NaiveBayes,0.880406,ok
1728,1,2900_weka.LADTree,0.927038,ok
1728,1,2903_weka.AdaBoostM1_DecisionStump,0.927276,ok
1728,1,2647_weka.Logistic,0.91246,ok
1728,1,2904_weka.AdaBoostM1_J48,0.893444,ok
1728,1,2906_weka.Bagging_REPTree,0.919945,ok
1728,1,6250_weka.DecisionTable,0.92361,ok
1728,1,6378_weka.LogitBoost_DecisionStump,0.926204,ok
1730,1,8990_weka.MultilayerPerceptron,0.718729,ok
1730,1,8994_weka.MultilayerPerceptron,0.73696,ok
1730,1,8995_weka.MultilayerPerceptron,0.716074,ok
1730,1,2869_weka.SMO_PolyKernel,0.67,ok
1730,1,2361_weka.OneR,0.51,ok
1730,1,2362_weka.J48,0.629383,ok
1730,1,2364_weka.IBk,0.648571,ok
1730,1,2367_weka.REPTree,0.708967,ok
1730,1,2368_weka.RandomTree,0.59954,ok
1730,1,2369_weka.RandomForest,0.777305,ok
1730,1,2370_weka.LMT,0.781067,ok
1730,1,2371_weka.HoeffdingTree,0.780731,ok
1730,1,2882_weka.SMO_RBFKernel,0.501667,ok
1730,1,2373_weka.JRip,0.636569,ok
1730,1,2889_weka.IBk,0.748498,ok
1730,1,2891_weka.HyperPipes,0.509495,ok
1730,1,2893_weka.OLM,0.506905,ok
1730,1,2381_weka.NaiveBayes,0.782076,ok
1730,1,2894_weka.FURIA,0.653869,ok
1730,1,6352_weka.BayesNet,0.77461,ok
1730,1,2897_weka.ConjunctiveRule,0.5,ok
1730,1,2898_weka.SimpleCart,0.71586,ok
1730,1,6355_weka.AdaBoostM1_NaiveBayes,0.741667,ok
1730,1,2900_weka.LADTree,0.72785,ok
1730,1,2903_weka.AdaBoostM1_DecisionStump,0.7212,ok
1730,1,2647_weka.Logistic,0.776117,ok
1730,1,2904_weka.AdaBoostM1_J48,0.704848,ok
1730,1,2906_weka.Bagging_REPTree,0.765514,ok
1730,1,6250_weka.DecisionTable,0.731169,ok
1730,1,6378_weka.LogitBoost_DecisionStump,0.731888,ok
1731,1,8990_weka.MultilayerPerceptron,0.970722,ok
1731,1,8994_weka.MultilayerPerceptron,0.97169,ok
1731,1,8995_weka.MultilayerPerceptron,0.97264,ok
1731,1,2869_weka.SMO_PolyKernel,0.9968,ok
1731,1,2361_weka.OneR,0.65911,ok
1731,1,2362_weka.J48,0.98425,ok
1731,1,2364_weka.IBk,0.996512,ok
1731,1,2367_weka.REPTree,0.989495,ok
1731,1,2368_weka.RandomTree,0.97523,ok
1731,1,2369_weka.RandomForest,0.999709,ok
1731,1,2370_weka.LMT,0.996901,ok
1731,1,2371_weka.HoeffdingTree,0.982074,ok
1731,1,2882_weka.SMO_RBFKernel,0.98435,ok
1731,1,2373_weka.JRip,0.987649,ok
1731,1,2889_weka.IBk,0.999417,ok
1731,1,2891_weka.HyperPipes,0.885852,ok
1731,1,2893_weka.OLM,0.571333,ok
1731,1,2381_weka.NaiveBayes,0.971977,ok
1731,1,2894_weka.FURIA,0.996008,ok
1731,1,6352_weka.BayesNet,0.987986,ok
1731,1,2897_weka.ConjunctiveRule,0.711912,ok
1731,1,2898_weka.SimpleCart,0.986804,ok
1731,1,6355_weka.AdaBoostM1_NaiveBayes,0.952802,ok
1731,1,2900_weka.LADTree,0.974748,ok
1731,1,2903_weka.AdaBoostM1_DecisionStump,0.708735,ok
1731,1,2647_weka.Logistic,0.9976,ok
1731,1,2904_weka.AdaBoostM1_J48,0.997919,ok
1731,1,2906_weka.Bagging_REPTree,0.999035,ok
1731,1,6250_weka.DecisionTable,0.962979,ok
1731,1,6378_weka.LogitBoost_DecisionStump,0.994045,ok
1735,1,8990_weka.MultilayerPerceptron,0.996687,ok
1735,1,8994_weka.MultilayerPerceptron,0.994106,ok
1735,1,8995_weka.MultilayerPerceptron,0.993636,ok
1735,1,2869_weka.SMO_PolyKernel,0.977535,ok
1735,1,2361_weka.OneR,0.786111,ok
1735,1,2362_weka.J48,0.987737,ok
1735,1,2364_weka.IBk,0.984123,ok
1735,1,2367_weka.REPTree,0.988021,ok
1735,1,2368_weka.RandomTree,0.969949,ok
1735,1,2369_weka.RandomForest,0.999492,ok
1735,1,2370_weka.LMT,0.99567,ok
1735,1,2371_weka.HoeffdingTree,0.963865,ok
1735,1,2882_weka.SMO_RBFKernel,0.943315,ok
1735,1,2373_weka.JRip,0.990654,ok
1735,1,2889_weka.IBk,0.995192,ok
1735,1,2891_weka.HyperPipes,0.946226,ok
1735,1,2893_weka.OLM,0.594444,ok
1735,1,2381_weka.NaiveBayes,0.966995,ok
1735,1,2894_weka.FURIA,0.99279,ok
1735,1,6352_weka.BayesNet,0.987463,ok
1735,1,2897_weka.ConjunctiveRule,0.773968,ok
1735,1,2898_weka.SimpleCart,0.98618,ok
1735,1,6355_weka.AdaBoostM1_NaiveBayes,0.938013,ok
1735,1,2900_weka.LADTree,0.990861,ok
1735,1,2903_weka.AdaBoostM1_DecisionStump,0.768431,ok
1735,1,2647_weka.Logistic,0.994254,ok
1735,1,2904_weka.AdaBoostM1_J48,0.995201,ok
1735,1,2906_weka.Bagging_REPTree,0.99756,ok
1735,1,6250_weka.DecisionTable,0.985569,ok
1735,1,6378_weka.LogitBoost_DecisionStump,0.997534,ok
1736,1,8990_weka.MultilayerPerceptron,0.794213,ok
1736,1,8994_weka.MultilayerPerceptron,0.785571,ok
1736,1,8995_weka.MultilayerPerceptron,0.772097,ok
1736,1,2869_weka.SMO_PolyKernel,0.71406,ok
1736,1,2361_weka.OneR,0.644418,ok
1736,1,2362_weka.J48,0.743433,ok
1736,1,2364_weka.IBk,0.66575,ok
1736,1,2367_weka.REPTree,0.76494,ok
1736,1,2368_weka.RandomTree,0.676239,ok
1736,1,2369_weka.RandomForest,0.83422,ok
1736,1,2370_weka.LMT,0.833627,ok
1736,1,2371_weka.HoeffdingTree,0.81434,ok
1736,1,2882_weka.SMO_RBFKernel,0.5,ok
1736,1,2373_weka.JRip,0.728034,ok
1736,1,2889_weka.IBk,0.796728,ok
1736,1,2891_weka.HyperPipes,0.505612,ok
1736,1,2893_weka.OLM,0.587209,ok
1736,1,2381_weka.NaiveBayes,0.814981,ok
1736,1,2894_weka.FURIA,0.754097,ok
1736,1,6352_weka.BayesNet,0.820802,ok
1736,1,2897_weka.ConjunctiveRule,0.697306,ok
1736,1,2898_weka.SimpleCart,0.736,ok
1736,1,6355_weka.AdaBoostM1_NaiveBayes,0.795526,ok
1736,1,2900_weka.LADTree,0.81647,ok
1736,1,2903_weka.AdaBoostM1_DecisionStump,0.802933,ok
1736,1,2647_weka.Logistic,0.830776,ok
1736,1,2904_weka.AdaBoostM1_J48,0.795623,ok
1736,1,2906_weka.Bagging_REPTree,0.814784,ok
1736,1,6250_weka.DecisionTable,0.806873,ok
1736,1,6378_weka.LogitBoost_DecisionStump,0.81866,ok
1740,1,8990_weka.MultilayerPerceptron,0.987948,ok
1740,1,8994_weka.MultilayerPerceptron,0.977117,ok
1740,1,8995_weka.MultilayerPerceptron,0.991911,ok
1740,1,2869_weka.SMO_PolyKernel,0.983689,ok
1740,1,2361_weka.OneR,0.660948,ok
1740,1,2362_weka.J48,0.977971,ok
1740,1,2364_weka.IBk,0.972449,ok
1740,1,2367_weka.REPTree,0.981598,ok
1740,1,2368_weka.RandomTree,0.928444,ok
1740,1,2369_weka.RandomForest,0.996014,ok
1740,1,2370_weka.LMT,0.987679,ok
1740,1,2371_weka.HoeffdingTree,0.994421,ok
1740,1,2882_weka.SMO_RBFKernel,0.974326,ok
1740,1,2373_weka.JRip,0.982325,ok
1740,1,2889_weka.IBk,0.991956,ok
1740,1,2891_weka.HyperPipes,0.962493,ok
1740,1,2893_weka.OLM,0.710189,ok
1740,1,2381_weka.NaiveBayes,0.994421,ok
1740,1,2894_weka.FURIA,0.979309,ok
1740,1,6352_weka.BayesNet,0.994622,ok
1740,1,2897_weka.ConjunctiveRule,0.75607,ok
1740,1,2898_weka.SimpleCart,0.982277,ok
1740,1,6355_weka.AdaBoostM1_NaiveBayes,0.991327,ok
1740,1,2900_weka.LADTree,0.978458,ok
1740,1,2903_weka.AdaBoostM1_DecisionStump,0.797218,ok
1740,1,2647_weka.Logistic,0.983172,ok
1740,1,2904_weka.AdaBoostM1_J48,0.995519,ok
1740,1,2906_weka.Bagging_REPTree,0.984846,ok
1740,1,6250_weka.DecisionTable,0.974027,ok
1740,1,6378_weka.LogitBoost_DecisionStump,0.9958,ok
1742,1,8990_weka.MultilayerPerceptron,0.957922,ok
1742,1,8994_weka.MultilayerPerceptron,0.960148,ok
1742,1,8995_weka.MultilayerPerceptron,0.961176,ok
1742,1,2869_weka.SMO_PolyKernel,0.889565,ok
1742,1,2361_weka.OneR,0.766513,ok
1742,1,2362_weka.J48,0.934164,ok
1742,1,2364_weka.IBk,0.908657,ok
1742,1,2367_weka.REPTree,0.960421,ok
1742,1,2368_weka.RandomTree,0.906146,ok
1742,1,2369_weka.RandomForest,0.987578,ok
1742,1,2370_weka.LMT,0.96232,ok
1742,1,2371_weka.HoeffdingTree,0.811337,ok
1742,1,2882_weka.SMO_RBFKernel,0.682496,ok
1742,1,2373_weka.JRip,0.93556,ok
1742,1,2889_weka.IBk,0.954732,ok
1742,1,2891_weka.HyperPipes,0.761641,ok
1742,1,2893_weka.OLM,0.547559,ok
1742,1,2381_weka.NaiveBayes,0.837864,ok
1742,1,2894_weka.FURIA,0.947533,ok
1742,1,6352_weka.BayesNet,0.962742,ok
1742,1,2897_weka.ConjunctiveRule,0.81344,ok
1742,1,2898_weka.SimpleCart,0.94913,ok
1742,1,6355_weka.AdaBoostM1_NaiveBayes,0.831618,ok
1742,1,2900_weka.LADTree,0.968184,ok
1742,1,2903_weka.AdaBoostM1_DecisionStump,0.957464,ok
1742,1,2647_weka.Logistic,0.971283,ok
1742,1,2904_weka.AdaBoostM1_J48,0.981632,ok
1742,1,2906_weka.Bagging_REPTree,0.979452,ok
1742,1,6250_weka.DecisionTable,0.948036,ok
1742,1,6378_weka.LogitBoost_DecisionStump,0.968504,ok
1744,1,8990_weka.MultilayerPerceptron,0.986946,ok
1744,1,8994_weka.MultilayerPerceptron,0.984064,ok
1744,1,8995_weka.MultilayerPerceptron,0.988961,ok
1744,1,2869_weka.SMO_PolyKernel,0.958548,ok
1744,1,2361_weka.OneR,0.720378,ok
1744,1,2362_weka.J48,0.965987,ok
1744,1,2364_weka.IBk,0.874966,ok
1744,1,2367_weka.REPTree,0.967284,ok
1744,1,2368_weka.RandomTree,0.776323,ok
1744,1,2369_weka.RandomForest,0.995035,ok
1744,1,2370_weka.LMT,0.993445,ok
1744,1,2371_weka.HoeffdingTree,0.993439,ok
1744,1,2882_weka.SMO_RBFKernel,0.978309,ok
1744,1,2373_weka.JRip,0.968954,ok
1744,1,2889_weka.IBk,0.97295,ok
1744,1,2891_weka.HyperPipes,0.706977,ok
1744,1,2893_weka.OLM,0.535374,ok
1744,1,2381_weka.NaiveBayes,0.993439,ok
1744,1,2894_weka.FURIA,0.976687,ok
1744,1,6352_weka.BayesNet,0.993559,ok
1744,1,2897_weka.ConjunctiveRule,0.783724,ok
1744,1,2898_weka.SimpleCart,0.978867,ok
1744,1,6355_weka.AdaBoostM1_NaiveBayes,0.981523,ok
1744,1,2900_weka.LADTree,0.983401,ok
1744,1,2903_weka.AdaBoostM1_DecisionStump,0.962349,ok
1744,1,2647_weka.Logistic,0.92775,ok
1744,1,2904_weka.AdaBoostM1_J48,0.984777,ok
1744,1,2906_weka.Bagging_REPTree,0.98502,ok
1744,1,6250_weka.DecisionTable,0.956774,ok
1744,1,6378_weka.LogitBoost_DecisionStump,0.990703,ok
1752,1,8990_weka.MultilayerPerceptron,0.944321,ok
1752,1,8994_weka.MultilayerPerceptron,0.942841,ok
1752,1,8995_weka.MultilayerPerceptron,0.945914,ok
1752,1,2869_weka.SMO_PolyKernel,0.860681,ok
1752,1,2361_weka.OneR,0.688972,ok
1752,1,2362_weka.J48,0.856301,ok
1752,1,2364_weka.IBk,0.79028,ok
1752,1,2367_weka.REPTree,0.880745,ok
1752,1,2368_weka.RandomTree,0.801791,ok
1752,1,2369_weka.RandomForest,0.931761,ok
1752,1,2370_weka.LMT,0.954277,ok
1752,1,2371_weka.HoeffdingTree,0.767434,ok
1752,1,2882_weka.SMO_RBFKernel,0.671184,ok
1752,1,2373_weka.JRip,0.867901,ok
1752,1,2889_weka.IBk,0.897782,ok
1752,1,2891_weka.HyperPipes,0.729886,ok
1752,1,2893_weka.OLM,0.504695,ok
1752,1,2381_weka.NaiveBayes,0.763526,ok
1752,1,2894_weka.FURIA,0.860977,ok
1752,1,6352_weka.BayesNet,0.839365,ok
1752,1,2897_weka.ConjunctiveRule,0.701606,ok
1752,1,2898_weka.SimpleCart,0.860276,ok
1752,1,6355_weka.AdaBoostM1_NaiveBayes,0.763526,ok
1752,1,2900_weka.LADTree,0.879174,ok
1752,1,2903_weka.AdaBoostM1_DecisionStump,0.630838,ok
1752,1,2647_weka.Logistic,0.945206,ok
1752,1,2904_weka.AdaBoostM1_J48,0.919564,ok
1752,1,2906_weka.Bagging_REPTree,0.924932,ok
1752,1,6250_weka.DecisionTable,0.856319,ok
1752,1,6378_weka.LogitBoost_DecisionStump,0.910832,ok
1757,1,8990_weka.MultilayerPerceptron,0.94936,ok
1757,1,8994_weka.MultilayerPerceptron,0.941152,ok
1757,1,8995_weka.MultilayerPerceptron,0.949795,ok
1757,1,2869_weka.SMO_PolyKernel,0.932106,ok
1757,1,2361_weka.OneR,0.651656,ok
1757,1,2362_weka.J48,0.830677,ok
1757,1,2364_weka.IBk,0.799059,ok
1757,1,2367_weka.REPTree,0.906895,ok
1757,1,2368_weka.RandomTree,0.79304,ok
1757,1,2369_weka.RandomForest,0.967575,ok
1757,1,2370_weka.LMT,0.970894,ok
1757,1,2371_weka.HoeffdingTree,0.95595,ok
1757,1,2882_weka.SMO_RBFKernel,0.923613,ok
1757,1,2373_weka.JRip,0.888791,ok
1757,1,2889_weka.IBk,0.949039,ok
1757,1,2891_weka.HyperPipes,0.763706,ok
1757,1,2893_weka.OLM,0.5,ok
1757,1,2381_weka.NaiveBayes,0.955947,ok
1757,1,2894_weka.FURIA,0.911729,ok
1757,1,6352_weka.BayesNet,0.954096,ok
1757,1,2897_weka.ConjunctiveRule,0.715316,ok
1757,1,2898_weka.SimpleCart,0.897052,ok
1757,1,6355_weka.AdaBoostM1_NaiveBayes,0.897473,ok
1757,1,2900_weka.LADTree,0.936796,ok
1757,1,2903_weka.AdaBoostM1_DecisionStump,0.872647,ok
1757,1,2647_weka.Logistic,0.971079,ok
1757,1,2904_weka.AdaBoostM1_J48,0.933408,ok
1757,1,2906_weka.Bagging_REPTree,0.953238,ok
1757,1,6250_weka.DecisionTable,0.900898,ok
1757,1,6378_weka.LogitBoost_DecisionStump,0.957718,ok
1764,1,8990_weka.MultilayerPerceptron,0.869432,ok
1764,1,8994_weka.MultilayerPerceptron,0.861874,ok
1764,1,8995_weka.MultilayerPerceptron,0.874552,ok
1764,1,2869_weka.SMO_PolyKernel,0.735103,ok
1764,1,2361_weka.OneR,0.742951,ok
1764,1,2362_weka.J48,0.927811,ok
1764,1,2364_weka.IBk,0.788093,ok
1764,1,2367_weka.REPTree,0.931958,ok
1764,1,2368_weka.RandomTree,0.877672,ok
1764,1,2369_weka.RandomForest,0.979266,ok
1764,1,2370_weka.LMT,0.944607,ok
1764,1,2371_weka.HoeffdingTree,0.839695,ok
1764,1,2882_weka.SMO_RBFKernel,0.662488,ok
1764,1,2373_weka.JRip,0.87135,ok
1764,1,2889_weka.IBk,0.878826,ok
1764,1,2891_weka.HyperPipes,0.529679,ok
1764,1,2893_weka.OLM,0.451502,ok
1764,1,2381_weka.NaiveBayes,0.789578,ok
1764,1,2894_weka.FURIA,0.879355,ok
1764,1,6352_weka.BayesNet,0.813897,ok
1764,1,2897_weka.ConjunctiveRule,0.732086,ok
1764,1,2898_weka.SimpleCart,0.925641,ok
1764,1,6355_weka.AdaBoostM1_NaiveBayes,0.793387,ok
1764,1,2900_weka.LADTree,0.864492,ok
1764,1,2903_weka.AdaBoostM1_DecisionStump,0.830467,ok
1764,1,2647_weka.Logistic,0.827464,ok
1764,1,2904_weka.AdaBoostM1_J48,0.977008,ok
1764,1,2906_weka.Bagging_REPTree,0.966063,ok
1764,1,6250_weka.DecisionTable,0.890098,ok
1764,1,6378_weka.LogitBoost_DecisionStump,0.853639,ok
10041,1,8990_weka.MultilayerPerceptron,0.855388,ok
10041,1,8994_weka.MultilayerPerceptron,0.849807,ok
10041,1,8995_weka.MultilayerPerceptron,0.850523,ok
10041,1,2869_weka.SMO_PolyKernel,0.744188,ok
10041,1,2361_weka.OneR,0.592628,ok
10041,1,2362_weka.J48,0.834505,ok
10041,1,2364_weka.IBk,0.689202,ok
10041,1,2367_weka.REPTree,0.860757,ok
10041,1,2368_weka.RandomTree,0.705365,ok
10041,1,2369_weka.RandomForest,0.889007,ok
10041,1,2370_weka.LMT,0.892808,ok
10041,1,2371_weka.HoeffdingTree,0.62519,ok
10041,1,2882_weka.SMO_RBFKernel,0.701061,ok
10041,1,2373_weka.JRip,0.758042,ok
10041,1,2889_weka.IBk,0.839323,ok
10041,1,2891_weka.HyperPipes,0.539549,ok
10041,1,2893_weka.OLM,0.621483,ok
10041,1,2381_weka.NaiveBayes,0.87989,ok
10041,1,2894_weka.FURIA,0.759371,ok
10041,1,6352_weka.BayesNet,0.879075,ok
10041,1,2897_weka.ConjunctiveRule,0.499031,ok
10041,1,2898_weka.SimpleCart,0.841505,ok
10041,1,6355_weka.AdaBoostM1_NaiveBayes,0.835562,ok
10041,1,2900_weka.LADTree,0.88449,ok
10041,1,2903_weka.AdaBoostM1_DecisionStump,0.855059,ok
10041,1,2647_weka.Logistic,0.895263,ok
10041,1,2904_weka.AdaBoostM1_J48,0.835737,ok
10041,1,2906_weka.Bagging_REPTree,0.892302,ok
10041,1,6250_weka.DecisionTable,0.869904,ok
10041,1,6378_weka.LogitBoost_DecisionStump,0.882893,ok
10045,1,8990_weka.MultilayerPerceptron,0.498592,ok
10045,1,8994_weka.MultilayerPerceptron,0.502958,ok
10045,1,8995_weka.MultilayerPerceptron,0.503344,ok
10045,1,2869_weka.SMO_PolyKernel,0.958083,ok
10045,1,2361_weka.OneR,0.953112,ok
10045,1,2362_weka.J48,0.968354,ok
10045,1,2364_weka.IBk,0.93567,ok
10045,1,2367_weka.REPTree,0.976582,ok
10045,1,2368_weka.RandomTree,0.88678,ok
10045,1,2369_weka.RandomForest,0.988189,ok
10045,1,2370_weka.LMT,0.975652,ok
10045,1,2371_weka.HoeffdingTree,0.954271,ok
10045,1,2882_weka.SMO_RBFKernel,0.937947,ok
10045,1,2373_weka.JRip,0.955618,ok
10045,1,2889_weka.IBk,0.975342,ok
10045,1,2891_weka.HyperPipes,0.947024,ok
10045,1,2893_weka.OLM,0.5,ok
10045,1,2381_weka.NaiveBayes,0.953976,ok
10045,1,2894_weka.FURIA,0.964928,ok
10045,1,6352_weka.BayesNet,0.946688,ok
10045,1,2897_weka.ConjunctiveRule,0.96352,ok
10045,1,2898_weka.SimpleCart,0.948538,ok
10045,1,6355_weka.AdaBoostM1_NaiveBayes,0.981323,ok
10045,1,2900_weka.LADTree,0.980332,ok
10045,1,2903_weka.AdaBoostM1_DecisionStump,0.976317,ok
10045,1,2647_weka.Logistic,0.967469,ok
10045,1,2904_weka.AdaBoostM1_J48,0.977684,ok
10045,1,2906_weka.Bagging_REPTree,0.987584,ok
10045,1,6250_weka.DecisionTable,0.968831,ok
10045,1,6378_weka.LogitBoost_DecisionStump,0.979189,ok
10046,1,8990_weka.MultilayerPerceptron,0.50185,ok
10046,1,8994_weka.MultilayerPerceptron,0.497266,ok
10046,1,8995_weka.MultilayerPerceptron,0.50161,ok
10046,1,2869_weka.SMO_PolyKernel,0.979741,ok
10046,1,2361_weka.OneR,0.971579,ok
10046,1,2362_weka.J48,0.947954,ok
10046,1,2364_weka.IBk,0.963271,ok
10046,1,2367_weka.REPTree,0.962226,ok
10046,1,2368_weka.RandomTree,0.926699,ok
10046,1,2369_weka.RandomForest,0.992257,ok
10046,1,2370_weka.LMT,0.978337,ok
10046,1,2371_weka.HoeffdingTree,0.968672,ok
10046,1,2882_weka.SMO_RBFKernel,0.953801,ok
10046,1,2373_weka.JRip,0.96226,ok
10046,1,2889_weka.IBk,0.986354,ok
10046,1,2891_weka.HyperPipes,0.974329,ok
10046,1,2893_weka.OLM,0.5,ok
10046,1,2381_weka.NaiveBayes,0.968672,ok
10046,1,2894_weka.FURIA,0.966391,ok
10046,1,6352_weka.BayesNet,0.972518,ok
10046,1,2897_weka.ConjunctiveRule,0.962528,ok
10046,1,2898_weka.SimpleCart,0.957726,ok
10046,1,6355_weka.AdaBoostM1_NaiveBayes,0.980065,ok
10046,1,2900_weka.LADTree,0.986986,ok
10046,1,2903_weka.AdaBoostM1_DecisionStump,0.989049,ok
10046,1,2647_weka.Logistic,0.978209,ok
10046,1,2904_weka.AdaBoostM1_J48,0.972965,ok
10046,1,2906_weka.Bagging_REPTree,0.987058,ok
10046,1,6250_weka.DecisionTable,0.978874,ok
10046,1,6378_weka.LogitBoost_DecisionStump,0.988864,ok
10047,1,8990_weka.MultilayerPerceptron,0.50054,ok
10047,1,8994_weka.MultilayerPerceptron,0.633822,ok
10047,1,8995_weka.MultilayerPerceptron,0.50096,ok
10047,1,2869_weka.SMO_PolyKernel,0.74883,ok
10047,1,2361_weka.OneR,0.63441,ok
10047,1,2362_weka.J48,0.735209,ok
10047,1,2364_weka.IBk,0.7481,ok
10047,1,2367_weka.REPTree,0.796101,ok
10047,1,2368_weka.RandomTree,0.685741,ok
10047,1,2369_weka.RandomForest,0.87446,ok
10047,1,2370_weka.LMT,0.82611,ok
10047,1,2371_weka.HoeffdingTree,0.562709,ok
10047,1,2882_weka.SMO_RBFKernel,0.783041,ok
10047,1,2373_weka.JRip,0.761734,ok
10047,1,2889_weka.IBk,0.80769,ok
10047,1,2891_weka.HyperPipes,0.578909,ok
10047,1,2893_weka.OLM,0.5,ok
10047,1,2381_weka.NaiveBayes,0.664875,ok
10047,1,2894_weka.FURIA,0.796853,ok
10047,1,6352_weka.BayesNet,0.725331,ok
10047,1,2897_weka.ConjunctiveRule,0.737132,ok
10047,1,2898_weka.SimpleCart,0.786787,ok
10047,1,6355_weka.AdaBoostM1_NaiveBayes,0.76951,ok
10047,1,2900_weka.LADTree,0.812821,ok
10047,1,2903_weka.AdaBoostM1_DecisionStump,0.803678,ok
10047,1,2647_weka.Logistic,0.700461,ok
10047,1,2904_weka.AdaBoostM1_J48,0.837635,ok
10047,1,2906_weka.Bagging_REPTree,0.856442,ok
10047,1,6250_weka.DecisionTable,0.801473,ok
10047,1,6378_weka.LogitBoost_DecisionStump,0.81471,ok
10050,1,8990_weka.MultilayerPerceptron,0.947667,ok
10050,1,8994_weka.MultilayerPerceptron,0.947673,ok
10050,1,8995_weka.MultilayerPerceptron,0.955359,ok
10050,1,2869_weka.SMO_PolyKernel,0.835945,ok
10050,1,2361_weka.OneR,0.729247,ok
10050,1,2362_weka.J48,0.861939,ok
10050,1,2364_weka.IBk,0.821529,ok
10050,1,2367_weka.REPTree,0.912386,ok
10050,1,2368_weka.RandomTree,0.780293,ok
10050,1,2369_weka.RandomForest,0.979837,ok
10050,1,2370_weka.LMT,0.957364,ok
10050,1,2371_weka.HoeffdingTree,0.77871,ok
10050,1,2882_weka.SMO_RBFKernel,0.929027,ok
10050,1,2373_weka.JRip,0.913137,ok
10050,1,2889_weka.IBk,0.941759,ok
10050,1,2891_weka.HyperPipes,0.692953,ok
10050,1,2893_weka.OLM,0.5,ok
10050,1,2381_weka.NaiveBayes,0.783483,ok
10050,1,2894_weka.FURIA,0.94954,ok
10050,1,6352_weka.BayesNet,0.847721,ok
10050,1,2897_weka.ConjunctiveRule,0.721892,ok
10050,1,2898_weka.SimpleCart,0.902439,ok
10050,1,6355_weka.AdaBoostM1_NaiveBayes,0.893457,ok
10050,1,2900_weka.LADTree,0.908587,ok
10050,1,2903_weka.AdaBoostM1_DecisionStump,0.877335,ok
10050,1,2647_weka.Logistic,0.75519,ok
10050,1,2904_weka.AdaBoostM1_J48,0.957818,ok
10050,1,2906_weka.Bagging_REPTree,0.966687,ok
10050,1,6250_weka.DecisionTable,0.891143,ok
10050,1,6378_weka.LogitBoost_DecisionStump,0.895674,ok
10053,1,8990_weka.MultilayerPerceptron,0.503075,ok
10053,1,8994_weka.MultilayerPerceptron,0.499799,ok
10053,1,8995_weka.MultilayerPerceptron,0.501572,ok
10053,1,2869_weka.SMO_PolyKernel,0.921291,ok
10053,1,2361_weka.OneR,0.765365,ok
